id,addr_gba,scene,context,max_bytes,max_chars,en,mt,final,status,notes
002C00C7,0x82C00C7,main-text,,142,70,"Are you here looking for some of the[/n]Ultra Beasts? I thought so. I'll tell you[/l]where they hide, but first, defeat all[/l]trainers in this route!","你是来找究极异兽的吗? [/n]我就知道.我会告诉你[/l]它们藏在哪里,[/p] 但首先,[/l]先打败这条路上所有的[/n]训练家!",,machine-translated, [ptr:0x2bfe6b]
002C0155,0x82C0155,main-text,,89,44,"While I can forget everything I wanna[/n]be, I can't forget what I don't wanna[/l]become: you!","虽然我可以忘记自己想成为什么, 但[/n]我无法忘记自己[/l]不想成为的人: 你!",,machine-translated, [ptr:0x2bfe4f]
002C034A,0x82C034A,main-text,,42,20,"Mom: See, [玩家]?[/n]Isn't it nice in here, too?","妈妈: 看, [玩家]?[/n]这里是不是也很舒服?",,machine-translated, [ptr:0x373e7c;0x3741b8]
002C0374,0x82C0374,main-text,,222,110,"The mover's Pokémon do all the work[/n]of moving us in and cleaning up after.[/l]This is so convenient![/p][玩家], your room is upstairs.[/n]Go check it out, dear![/p]Dad bought you a new clock to mark[/n]our move here.[/l]Don't forget to set it!","搬家公司的宝可梦包办了[/n]搬家和打扫的全部工作.[/l]这真是太方[/p]便了![/p][玩家], 你的房间在楼上.[/n]去看看吧, 宝贝![/p]爸爸给你买了个新钟, 作为搬家的纪[/n]念.[/l]别忘了调好时间!",,machine-translated, [ptr:0x373ea4]
002C0452,0x82C0452,main-text,,67,33,"Mom: Well, [玩家]?[/p]Aren't you interested in seeing your[/n]very own room?",妈妈: [玩家]?[/p]你难道不想去看看自己[/n]的房间吗?,,machine-translated, [ptr:0x373edd]
002C0495,0x82C0495,main-text,,104,51,"Mom: Good morning, [玩家]!.[/n]Go set the clock in your room, honey.[/p]See if it's time for you to head out yet.","妈妈: 早安, [玩家]![/n]去把房间里的钟调好吧, 宝贝.[/p]看看是不是该出门了.",,machine-translated, [ptr:0x2c02a3;0x2c175b]
002C04FD,0x82C04FD,main-text,,38,18,"Mom: Oh! [玩家], [玩家]![/n]Quick! Come quickly!","妈妈: 噢! [玩家], [玩家]![/n]快! 赶快过来!",,machine-translated, [ptr:0x374115]
002C0523,0x82C0523,main-text,,53,26,Mom: Look! It's Petalburg Gym![/n]Maybe Dad will be on!,妈妈: 你看! 是橙华道馆![/n]也许爸爸会出现!,,machine-translated, [ptr:0x37403d;0x3740ac]
002C0558,0x82C0558,main-text,,68,33,"Mom: Oh[...] It's over.[/p]I think Dad was on, but we missed him.[/n]Too bad.","妈妈: 哦[...]结束了.[/p]我觉得爸爸刚出现过, 但我们错过了.[/n]太可惜了.",,machine-translated, [ptr:0x374069;0x3740d8]
002C059C,0x82C059C,main-text,,142,70,"Oh, yes.[/n]One of Dad's friends lives in town.[/p]Prof. Birch is his name.[/p]He lives right next door, so you should[/n]go over and introduce yourself.","哦, 对了.[/n]爸爸有个朋友住在镇上.[/p]他叫博士.[/p]他就住在隔壁, 所以你[/n]应该去打个招呼.",,machine-translated, [ptr:0x374071;0x3740e0]
002C062A,0x82C062A,main-text,,21,10,"Mom: See you, honey!","妈妈: 再见, 宝贝!",,machine-translated, [ptr:0x374247]
002C063F,0x82C063F,main-text,,48,23,Mom: Did you introduce yourself to[/n]Prof. Birch?,妈妈: 你去跟[/n]博士打招呼了吗?,,machine-translated, [ptr:0x374263]
002C066F,0x82C066F,main-text,,84,41,"Mom: How are you doing, [玩家]?[/n]You look a little tired.[/p]I think you should rest a bit.","妈妈: [玩家], 你好吗?[/n]你看起来有点累了.[/p]我觉得你应该休息一下.",,machine-translated, [ptr:0x374239]
002C06C3,0x82C06C3,main-text,,23,11,"Mom: Take care, honey!","妈妈: 要照顾好自己哦, 宝贝!",,machine-translated, [ptr:0x374259]
002C06DA,0x82C06DA,main-text,,75,37,Mom: Oh? Did Dad give you that Badge?[/p]Then here's something from your Mom!,妈妈: 哦? 是爸爸给你的徽章吗?[/p]那妈妈也有东西给你!,,machine-translated, [ptr:0x37420d]
002C0725,0x82C0725,main-text,,80,39,"Don't push yourself too hard, dear.[/n]You can always come home.[/p]Go for it, honey!","别太勉强自己了, 宝贝.[/n]随时可以回家.[/p]加油吧, 宝贝!",,machine-translated, [ptr:0x3741c2;0x37422c]
002C0775,0x82C0775,main-text,,123,61,"Mom: What is that, honey? A PokéNav?[/n]Someone from Devon gave it to you?[/p]Well, honey, how about registering[/n]your mom?[/p][...] [...] [...]","妈妈: 那是什么, 宝贝? 宝可追踪器?[/n]是德文公司的人给你的?[/p]好吧, 宝贝, 要不要把[/n]妈妈也登记上?[/p][...] [...] [...]",,machine-translated, [ptr:0x3741d5]
002C07F0,0x82C07F0,main-text,,31,15,Registered Mom[/n]in the PokéNav.,把妈妈登记在了[/n]宝可追踪器上.,,machine-translated, [ptr:0x3741e4]
002C080F,0x82C080F,main-text,,11,5,Fugiiiiih!,呼啊啊啊!,,machine-translated, [ptr:0x374275]
002C081A,0x82C081A,main-text,,19,9,"Huggoh, uggo uggo[...]","呜咕, 咕咕[...]",,machine-translated, [ptr:0x374288]
002C082D,0x82C082D,main-text,,73,36,Interviewer: [...]We brought you this[/n]report from in front of Petalburg Gym.,采访者: [...]我们为您带来了[/n]来自橙华道馆前方的报道.,,machine-translated, [ptr:0x374129]
002C0876,0x82C0876,main-text,,87,43,There is a movie on TV.[/p]Two men are dancing on a big piano[/n]keyboard.[/p]Better get going!,电视上正在播电影.[/p]两个男人在一架大钢琴[/n]键盘上跳舞.[/p]该出门了!,,machine-translated, [ptr:0x35fcc0]
002C08CD,0x82C08CD,main-text,,169,84,It's the instruction booklet for the[/n]Running Shoes.[/p]“Press the B Button to walk while[/n]wearing your Running Shoes.[/p]“Lace up your Running Shoes and hit[/n]the road running!”,"这是跑鞋的使用说明手册.[/n][/p]“穿上跑鞋后按B键可以走路.[/n][/p]“穿上跑鞋, 在路上[/n]尽情奔跑吧!”",,machine-translated, [ptr:0x374598]
002C0976,0x82C0976,main-text,,240,119,"Dad: Hm?[/p]Hey, it's [玩家]![/p]It's been a while since I saw you,[/n]but you look[...]stronger, somehow.[/p]That's the impression I get.[/n]But your old man hasn't given up yet![/p]Oh, yes, I have something for you.[/n]This came to you from someone named[/l]Mr. Briney.","爸爸: 嗯?[/p]嘿, 是[玩家]![/p]好久不见了,[/n]但是你看起来[...][/p]变强了.[/n]就是这种感觉.[/p]不过你老爸我也没认输哦![/n]对了, 有样东西要给你.[/l]是一位叫古[/p]空棘鱼先生的人寄来的.",,machine-translated, [ptr:0x37430d]
002C0A66,0x82C0A66,main-text,,93,46,"Dad: Hm, a Ticket for a ferry?[/p]If I recall, there are ferry ports in[/n]Slateport and Lilycove.","爸爸: 嗯, 船票?[/p]我记得, 在凯那市和[/n]绿荫镇都有港口.",,machine-translated, [ptr:0x374321]
002C0AC3,0x82C0AC3,main-text,,94,46,"I'd better get back to Petalburg Gym.[/p]Mom, thanks for looking after the house[/n]while I'm away.","我最好回橙华道馆了.[/p]妈妈, 谢谢你一直[/n]帮我照看家里.",,machine-translated, [ptr:0x374343]
002C0B21,0x82C0B21,main-text,,146,72,"Mom: That Dad of yours[...][/p]He comes home for the first time in a[/n]while, but all he talks about is Pokémon.[/p]He should relax and stay a little longer.","妈妈: 你那个爸爸啊[...][/p]好不容易回家一次, 满嘴[/n]都是宝可梦的话题.[/p]他应该放松一下, 多待一会儿.",,machine-translated, [ptr:0x374387]
002C0BB3,0x82C0BB3,main-text,,36,17,Mom: Is that a breaking news story?,妈妈: 那是突发新闻吗?,,machine-translated, [ptr:0x3743af]
002C0BD7,0x82C0BD7,main-text,,226,112,"We bring you this emergency[/n]news flash![/p]In various Hoenn locales, there have[/n]been reports of a BZZT[...]colored[/l]Pokémon in flight.[/p]The identity of this Pokémon is[/n]currently unknown.[/p]We now return you to the regular[/n]movie program.","我们为您插播一条[/n]紧急新闻![/p]在丰缘各地, 有人报告看到一只[...][/l]飞行[/n]中的宝可梦.[/p]这只宝可梦的身份[/n]目前未知.[/p]现在我们继续播出[/n]正常节目.",,machine-translated, [ptr:0x35fcca;0x3743ce]
002C0CB9,0x82C0CB9,main-text,,80,39,"Mom: [玩家], did you catch that?[/p]What color did the announcer say[/n]that Pokémon was?","妈妈: [玩家], 你看到了吗?[/p]播音员说那只宝可梦[/n]是什么颜色的?",,machine-translated, [ptr:0x3743f6]
002C0D09,0x82C0D09,main-text,,66,32,"Mom: Well, isn't that something![/n]There are still unknown Pokémon.","妈妈: 哇, 真是太不可思议了!居然[/n]还有未知的宝可梦.",,machine-translated, [ptr:0x374410]
002C1047,0x82C1047,main-text,,50,24,The clock is stopped[...][/p]Better set it and start it!,钟已经停了[...][/p]快调好它吧!,,machine-translated, [ptr:0x373f1a]
002C115E,0x82C115E,main-text,,161,80,[玩家] flipped open the notebook.[/p]Adventure Rule No. 1[/n]Open the Menu with Start.[/p]Adventure Rule No. 2[/n]Record your progress with Save.[/p]The remaining pages are blank[...],[玩家]翻开了笔记本.[/p]冒险守则第一条[/n]按开始键打开菜单.[/p]冒险守则第二条[/n]用保存来记录你的进度.[/p]剩下的页是空白的[...],,machine-translated, [ptr:0x2c1037]
002C11FF,0x82C11FF,main-text,,47,23,[玩家] took a closer look at the[/n]Hoenn region map.,[玩家]仔细查看了[/n]丰缘地区的地图.,,machine-translated, [ptr:0x3525b2]
002C122E,0x82C122E,main-text,,86,42,It's a Nintendo GameCube.[/p]A Game Boy Advance is connected to[/n]serve as the Controller.,,,untranslated, [ptr:0x2c1040]
002C12AF,0x82C12AF,main-text,,6,2,Kanto,关都,,machine-translated, [ptr:0x2c14af]
002C12B5,0x82C12B5,main-text,,6,2,Johto,城都,,machine-translated, [ptr:0x2c14ba]
002C12BB,0x82C12BB,main-text,,6,2,Hoenn,丰缘,,machine-translated, [ptr:0x2c14c5]
002C12C1,0x82C12C1,main-text,,7,3,Sinnoh,神奥,,machine-translated, [ptr:0x2c14d0]
002C12C8,0x82C12C8,main-text,,6,2,Unova,合众,,machine-translated, [ptr:0x2c14db]
002C12CE,0x82C12CE,main-text,,6,2,Kalos,卡洛斯,,machine-translated, [ptr:0x2c14e6]
002C12D4,0x82C12D4,main-text,,6,2,Alola,阿罗拉,,machine-translated, [ptr:0x2c14f1]
002C12DA,0x82C12DA,main-text,,6,2,Galar,伽勒尔,,machine-translated, [ptr:0x2c14fc]
002C12E0,0x82C12E0,main-text,,7,3,Paldea,帕底亚,,machine-translated, [ptr:0x2c1507]
002C12E7,0x82C12E7,main-text,,4,1,Bug,虫,,machine-translated, [ptr:0x2c1512]
002C12EB,0x82C12EB,main-text,,5,2,Dark,恶,,machine-translated, [ptr:0x2c151d]
002C12F0,0x82C12F0,main-text,,7,3,Dragon,龙,,machine-translated, [ptr:0x2c1528]
002C12F7,0x82C12F7,main-text,,9,4,Electric,电,,machine-translated, [ptr:0x2c1533]
002C1300,0x82C1300,main-text,,6,2,Fairy,妖精,,machine-translated, [ptr:0x2c153e]
002C1306,0x82C1306,main-text,,9,4,Fighting,格斗,,machine-translated, [ptr:0x2c1549]
002C130F,0x82C130F,main-text,,7,3,Flying,飞行,,machine-translated, [ptr:0x2c1554]
002C1316,0x82C1316,main-text,,6,2,Ghost,幽灵,,machine-translated, [ptr:0x2c155f]
002C131C,0x82C131C,main-text,,7,3,Ground,地面,,machine-translated, [ptr:0x2c156a]
002C1323,0x82C1323,main-text,,4,1,Ice,冰,,machine-translated, [ptr:0x2c1575]
002C1327,0x82C1327,main-text,,7,3,Normal,一般,,machine-translated, [ptr:0x2c1580]
002C132E,0x82C132E,main-text,,7,3,Poison,毒,,machine-translated, [ptr:0x2c158b]
002C1335,0x82C1335,main-text,,8,3,Psychic,超能,,machine-translated, [ptr:0x2c1596]
002C133D,0x82C133D,main-text,,5,2,Rock,岩石,,machine-translated, [ptr:0x2c15a1]
002C1342,0x82C1342,main-text,,6,2,Steel,钢,,machine-translated, [ptr:0x2c15ac]
002C1637,0x82C1637,main-text,,32,15,So it was the [buffer2] region.[/n]Right?,所以是[buffer2]地区.[/n]对吧?,,machine-translated, [ptr:0x2c15b7]
002C1657,0x82C1657,main-text,,26,12,So it was [buffer2] type.[/n]Right?,所以是[buffer2]属性.[/n]对吧?,,machine-translated, [ptr:0x2c1488]
002C1671,0x82C1671,main-text,,40,19,Hmm. Which region or type was it again?,"嗯, 是哪个地区或属性来着?",,machine-translated, [ptr:0x2c134a]
002C1840,0x82C1840,main-text,,224,111,"Oh, hello. And you are?[/p][...] [...] [...] [...] [...] [...] [...] [...] [...][/n][...] [...] [...] [...] [...] [...] [...] [...] [...][/p]Oh, you're [玩家][fd08], our new next-door[/n]neighbor! Hi![/p]We have a [buffer1] about the same[/n]age as you.[/p]Our [buffer1] was excited about making[/n]a new friend.[/p]Our [buffer1] is upstairs, I think.","哦, 你好.你是谁?[/p][...] [...] [...] [...] [...] [...] [...] [...] [...][/n][...] [...] [...] [...] [...] [...] [...] [...] [...][/p]哦, 你就是[玩家][fd08], 我们的新邻居!你好![/p]我们家有个[buffer1]和你[/n]差不多大.[/p]我们家的[buffer1]很期待[/n]交个新朋友.[/p]我们家的[buffer1]应该在楼上.",,machine-translated, [ptr:0x2c0318;0x2c17d0]
002C1920,0x82C1920,main-text,,146,72,"Like child, like father.[/p]My husband is as wild about Pokémon[/n]as our child.[/p]If he's not at his Lab, he's likely[/n]scrabbling about in grassy places.","有其父必有其子.[/p]我老公和我们的孩子一样[/n]痴迷于宝可梦.[/p]如果他不在实验室, [/n]多半在草丛里乱翻.",,machine-translated, [ptr:0x2c180b]
002C19B2,0x82C19B2,main-text,,92,45,"That [fd09]![/p]I guess our child is too busy with[/n]Pokémon to notice that you came[/l]to visit, [玩家][fd08].","那[fd09]家伙![/p]我猜我们的孩子太忙于[/n]宝可梦了, 没注意到[/l]你来串门了, [玩家][fd08].",,machine-translated, [ptr:0x2c1815]
002C1A0E,0x82C1A0E,main-text,,110,54,"Oh, [fd09] went out to Route 103[/n]just a little while ago.[/p]Like father, like child.[/n][fd09] can't stay quietly at home.","哦, [fd09]刚才才去[/n]103号道路了.[/p]有其父必有其子.[/n][fd09]在家根本坐不住.",,machine-translated, [ptr:0x2c181f]
002C1A7C,0x82C1A7C,main-text,,197,98,"I think it's wonderful for people to[/n]travel with Pokémon.[/p]But you should go home every so often[/n]to let your mother know you're okay.[/p]She might not say it, but I'm sure she[/n]worries about you, [玩家][fd08].","我觉得人和宝可梦一起[/n]旅行是件好事.[/p]但你应该偶尔回家看看,[/n]让你妈妈知道你没事.[/p]她可能不会说, 但我确定[/n]她在担心你, [玩家][fd08].",,machine-translated, [ptr:0x2c1829]
002C1D12,0x82C1D12,main-text,,113,56,"[/p]Oh, hey, that reminds me![/n]You should go see Dad's new Pokémon![/p]He just got three really rare ones[/n]from the, um[...]","[/p][/n]哦, 对了, 我想起来了![/p]你应该去看看爸爸新得到的宝可梦![/n]他刚从, 嗯[...]",,machine-translated, [ptr:0xaa2f42]
002C1FD8,0x82C1FD8,main-text,,74,36,"The [buffer2] region?[/n]Huh, I think that was it, actually.[/p]Some other time, okay?","[buffer2]地区?[/n]嗯, 我想确实就是那个.[/p]下次再说吧, 好吗?",,machine-translated, [ptr:0x2c15ca]
002C2022,0x82C2022,main-text,,72,35,"The [buffer2] type?[/n]Huh, I think that was it, actually.[/p]Some other time, okay?","[buffer2]属性?[/n]嗯, 我想确实就是那个.[/p]下次再说吧, 好吗?",,machine-translated, [ptr:0x2c149b]
002C206A,0x82C206A,main-text,,52,25,"Hi, neighbor![/p]Do you already have your[/n]own Pokémon?","你好呀, 邻居![/p]你已经有自己的[/n]宝可梦了吗?",,machine-translated, [ptr:0x2c1838]
002C25FC,0x82C25FC,main-text,,167,83,"as supposed to go help Dad catch[/n]some wild Pokémon![/p]Oh, hey, that reminds me![/n]You should go see Dad's newest Pokémon![/p]He just got three really rare ones[/n]from the, um[...]","我本该去帮爸爸抓[/n]些野生宝可梦的![/p][/n]哦, 对了, 我想起来了![/p]你应该去看看爸爸新得到的宝可梦![/n]他刚从, 嗯[...]",,machine-translated, [ptr:0x1225cea]
002C26ED,0x82C26ED,main-text,,42,20,"Pokémon fully restored![/n]Items ready, and[...]","宝可梦完全恢复了![/n]道具也备齐了,[...]",,machine-translated, [ptr:0x2c23bb]
002C296C,0x82C296C,main-text,,47,23,"Pokémon fully restored[...][/n]Items all packed, and[...]","宝可梦完全恢复了[...][/n]道具也全部装好了,[...]",,machine-translated, [ptr:0x2c23c5]
002C299B,0x82C299B,main-text,,56,27,It's [fd09]'s Poké Ball![/p]Better leave it right where it is.,这是[fd09]的精灵球![/p]最好还是别动它.,,machine-translated, [ptr:0x2c0e72;0x2c2208]
002C29D3,0x82C29D3,main-text,,213,106,May: [玩家][fd08]![/p]I was just checking my Pokédex.[/p]There's still a lot of Pokémon that[/n]I've seen but haven't caught.[/p]And there are many others that[/n]I think will evolve.[/p]I wonder where I should go catch[/n]some Pokémon next?,小光: [玩家][fd08]![/p]我刚才在看我的宝可图鉴.[/p]还有好多宝可梦[/n]我见过但没抓到.[/p]而且我觉得还有很多[/n]会进化.[/p]我想去哪里抓[/n]些宝可梦好呢?,,machine-translated, [ptr:0x2c23fe]
002C2AA8,0x82C2AA8,main-text,,111,55,"May: I wonder where I should go catch[/n]some Pokémon next?[/p]Wouldn't it be funny if we ran into each[/n]other, [玩家][fd08]?","小光: 我在想接下来该去哪里抓[/n]宝可梦呢?[/p]要是我们碰巧遇上, [/n]不是很有意思吗, [玩家][fd08]?",,machine-translated, [ptr:0x2c2419]
002C2B17,0x82C2B17,main-text,,218,108,"Brendan: Hey, it's [玩家].[/p]I was just checking out my Pokédex.[/p]There are still many Pokémon that[/n]I need to catch, I know, but this[/l]is looking pretty good.[/p]Checking this Pokédex out gives me[/n]the urge to hit the road again.","壮次: 嘿, 是[玩家].[/p]我刚才在看我的宝可图鉴.[/p]虽然还有很多宝可梦[/n]需要去抓, 但[/l]图鉴已经相当充实了.[/p]看这个宝可图鉴让我[/n]又想出去旅行了.",,machine-translated, [ptr:0x2c2410]
002C2BF1,0x82C2BF1,main-text,,170,84,"Brendan: I'm having a hard time deciding[/n]where I should catch Pokémon next.[/p]Hey, [玩家], if I see you while I'm out[/n]catching Pokémon, I can pitch you a[/l]battle if you'd like.","壮次: 我正在犹豫[/n]下一次去哪里抓宝可梦.[/p]嘿, [玩家], 如果我在外面抓宝可梦的时候[/n]遇到你,我可能会向你发起[/l]对战哦.",,machine-translated, [ptr:0x2c2422]
